Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,
Name,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,
Time,20220317082042,20220317082130,20220317091327,20220317093224,20220317093224,20220317093224,20220317104709,20220317105109,20220317105109,20220317105109,20220317105109,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,
Highcut,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,
Lowcut,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,
Period,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,
Averages,101,84,38,15,29,57,48,30,41,58,67,13,23,28,37,37,43,43,
Int (mA),45/45mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,
Pulse Width (µs),250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,
Rep Rate (Hz),2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,
Data230,-0.006043,0.010899,-0.003012,0.124107,0.129176,0.029447,-0.141464,0.097403,0.079738,0.023678,0.006235,0.099917,0.022391,0.017303,0.061912,0.061912,0.077227,0.077227,
Data231,-0.006496,0.011263,0.000201,0.120546,0.122335,0.026503,-0.146709,0.095623,0.077923,0.021770,0.003530,0.097680,0.019903,0.017848,0.061397,0.061397,0.075674,0.075674,
Data232,-0.006799,0.011263,0.003815,0.116223,0.115232,0.023558,-0.151954,0.093652,0.076063,0.019896,0.000939,0.095149,0.017415,0.018495,0.060830,0.060830,0.074077,0.074077,
Data233,-0.007252,0.011263,0.007630,0.111645,0.107339,0.020345,-0.157359,0.091618,0.074062,0.018054,-0.001537,0.092288,0.014969,0.019210,0.060211,0.060211,0.072392,0.072392,
Data234,-0.007554,0.010899,0.011645,0.106559,0.099184,0.016865,-0.162763,0.089392,0.071969,0.016213,-0.003900,0.089170,0.012522,0.019993,0.059490,0.059490,0.070573,0.070573,
Data235,-0.007856,0.010173,0.015861,0.100710,0.090502,0.013117,-0.168167,0.086976,0.069736,0.014404,-0.006178,0.085795,0.010076,0.020777,0.058716,0.058716,0.068621,0.068621,
Data236,-0.008007,0.009446,0.020078,0.094606,0.081294,0.009102,-0.173571,0.084370,0.067363,0.012628,-0.008313,0.082201,0.007671,0.021594,0.057788,0.057788,0.066492,0.066492,
Data237,-0.008309,0.008719,0.024294,0.087994,0.071560,0.005086,-0.178817,0.081572,0.064851,0.010852,-0.010334,0.078423,0.005390,0.022412,0.056809,0.056809,0.064185,0.064185,
Data238,-0.008460,0.007630,0.028510,0.080873,0.061562,0.001071,-0.183744,0.078584,0.062199,0.009142,-0.012241,0.074461,0.003151,0.023229,0.055726,0.055726,0.061701,0.061701,
Data239,-0.008763,0.006176,0.032727,0.073243,0.051039,-0.002945,-0.188512,0.075405,0.059408,0.007432,-0.014035,0.070316,0.000995,0.023978,0.054541,0.054541,0.059040,0.059040,
Data240,-0.009065,0.005086,0.036742,0.065359,0.039989,-0.007228,-0.193122,0.071972,0.056430,0.005722,-0.015715,0.065988,-0.001120,0.024626,0.053200,0.053200,0.056201,0.056201,
Data241,-0.009367,0.003633,0.040557,0.057221,0.028940,-0.011779,-0.197414,0.068348,0.053314,0.004012,-0.017309,0.061403,-0.003276,0.025102,0.051757,0.051757,0.053140,0.053140,
Data242,-0.009820,0.001817,0.044171,0.048575,0.017364,-0.016330,-0.201228,0.064406,0.049964,0.002335,-0.018846,0.056561,-0.005473,0.025409,0.050159,0.050159,0.049902,0.049902,
Data243,-0.010273,0.000000,0.047383,0.039673,0.005788,-0.021148,-0.204884,0.060273,0.046475,0.000625,-0.020326,0.051389,-0.007754,0.025443,0.048458,0.048458,0.046487,0.046487,
Data244,-0.010727,-0.001453,0.050194,0.030772,-0.005788,-0.025699,-0.208063,0.055950,0.042846,-0.001019,-0.021750,0.045887,-0.010200,0.025137,0.046499,0.046499,0.042805,0.042805,
Data245,-0.011482,-0.003633,0.052804,0.021617,-0.017627,-0.030250,-0.210924,0.051308,0.039031,-0.002730,-0.023173,0.040018,-0.012813,0.024523,0.044334,0.044334,0.038813,0.038813,
Data246,-0.012389,-0.005813,0.054611,0.012462,-0.029466,-0.034801,-0.213308,0.046476,0.035031,-0.004505,-0.024597,0.033819,-0.015632,0.023502,0.041911,0.041911,0.034555,0.034555,
Data247,-0.013295,-0.008356,0.056217,0.003052,-0.041042,-0.039085,-0.215216,0.041390,0.030890,-0.006314,-0.026049,0.027217,-0.018659,0.022105,0.039179,0.039179,0.029986,0.029986,
Data248,-0.014504,-0.010899,0.057221,-0.005849,-0.052617,-0.043368,-0.216805,0.036049,0.026564,-0.008254,-0.027586,0.020284,-0.021852,0.020300,0.036189,0.036189,0.025018,0.025018,
Data249,-0.015863,-0.013806,0.057422,-0.015259,-0.064193,-0.047651,-0.217759,0.030518,0.022051,-0.010293,-0.029209,0.013095,-0.025252,0.018120,0.032889,0.032889,0.019739,0.019739,
Data250,-0.017374,-0.016712,0.057221,-0.024414,-0.075243,-0.051667,-0.218395,0.024732,0.017306,-0.012464,-0.030945,0.005649,-0.028859,0.015566,0.029332,0.029332,0.014150,0.014150,
Data251,-0.019187,-0.019619,0.056217,-0.033570,-0.086292,-0.055414,-0.218554,0.018692,0.012375,-0.014799,-0.032824,-0.001981,-0.032633,0.012602,0.025363,0.025363,0.008162,0.008162,
Data252,-0.021151,-0.022889,0.054611,-0.042471,-0.096816,-0.059162,-0.218077,0.012462,0.007304,-0.017232,-0.034817,-0.009830,-0.036613,0.009196,0.021084,0.021084,0.001863,0.001863,
Data253,-0.023417,-0.026158,0.052403,-0.051118,-0.107076,-0.062642,-0.217282,0.005913,0.002047,-0.019797,-0.036952,-0.017863,-0.040843,0.005382,0.016496,0.016496,-0.004746,-0.004746,
Data254,-0.025835,-0.029791,0.049391,-0.059510,-0.116810,-0.065855,-0.215852,-0.000699,-0.003303,-0.022461,-0.039229,-0.026080,-0.045362,0.001158,0.011547,0.011547,-0.011710,-0.011710,
Data255,-0.028403,-0.033425,0.045777,-0.067648,-0.126018,-0.069067,-0.214103,-0.007630,-0.008839,-0.025256,-0.041621,-0.034443,-0.050089,-0.003440,0.006238,0.006238,-0.018941,-0.018941,
Data256,-0.031273,-0.037058,0.041360,-0.075532,-0.134700,-0.072012,-0.211878,-0.014687,-0.014468,-0.028117,-0.044154,-0.042916,-0.055107,-0.008481,0.000670,0.000670,-0.026393,-0.026393,
Data257,-0.034295,-0.040691,0.036341,-0.082653,-0.142856,-0.074421,-0.209335,-0.021935,-0.020237,-0.031110,-0.046802,-0.051499,-0.060290,-0.013897,-0.005155,-0.005155,-0.034067,-0.034067,
Data258,-0.037468,-0.044687,0.030719,-0.089520,-0.150486,-0.076831,-0.206315,-0.029374,-0.026099,-0.034201,-0.049620,-0.060082,-0.065722,-0.019585,-0.011238,-0.011238,-0.041829,-0.041829,
Data259,-0.040943,-0.048320,0.024495,-0.095878,-0.157326,-0.079240,-0.203136,-0.036940,-0.032053,-0.037457,-0.052553,-0.068666,-0.071195,-0.025511,-0.017424,-0.017424,-0.049725,-0.049725,
Data260,-0.044417,-0.052317,0.017668,-0.101981,-0.163640,-0.081114,-0.199480,-0.044633,-0.038101,-0.040844,-0.055599,-0.077102,-0.076710,-0.031574,-0.023765,-0.023765,-0.057621,-0.057621,
Data261,-0.048043,-0.056313,0.010440,-0.107576,-0.169428,-0.082988,-0.195665,-0.052389,-0.044149,-0.044363,-0.058730,-0.085282,-0.082100,-0.037637,-0.030054,-0.030054,-0.065427,-0.065427,
Data262,-0.051820,-0.060309,0.002610,-0.112917,-0.174426,-0.084594,-0.191533,-0.060210,-0.050243,-0.047980,-0.061919,-0.093168,-0.087366,-0.043699,-0.036292,-0.036292,-0.073101,-0.073101,
Data263,-0.055748,-0.063943,-0.005220,-0.117749,-0.178899,-0.085932,-0.187082,-0.068030,-0.056291,-0.051664,-0.065164,-0.100651,-0.092342,-0.049592,-0.042375,-0.042375,-0.080553,-0.080553,
Data264,-0.059676,-0.067939,-0.013854,-0.122581,-0.182845,-0.087271,-0.182472,-0.075786,-0.062339,-0.055380,-0.068381,-0.107693,-0.097027,-0.055246,-0.048303,-0.048303,-0.087784,-0.087784,
Data265,-0.063756,-0.071572,-0.022487,-0.127159,-0.186265,-0.088609,-0.177545,-0.083480,-0.068247,-0.059129,-0.071569,-0.114223,-0.101298,-0.060661,-0.053922,-0.053922,-0.094659,-0.094659,
Data266,-0.067684,-0.075205,-0.031321,-0.131482,-0.189159,-0.089948,-0.172141,-0.091045,-0.074109,-0.062878,-0.074701,-0.120238,-0.105155,-0.065702,-0.059180,-0.059180,-0.101135,-0.101135,
Data267,-0.071763,-0.078838,-0.040356,-0.135551,-0.191527,-0.091019,-0.166578,-0.098484,-0.079831,-0.066561,-0.077747,-0.125630,-0.108555,-0.070369,-0.064078,-0.064078,-0.107168,-0.107168,
Data268,-0.075691,-0.082108,-0.049190,-0.139620,-0.193106,-0.092090,-0.160697,-0.105796,-0.085413,-0.070244,-0.080679,-0.130472,-0.111416,-0.074626,-0.068562,-0.068562,-0.112713,-0.112713,
Data269,-0.079619,-0.085378,-0.058024,-0.143689,-0.194421,-0.092893,-0.154498,-0.112790,-0.090856,-0.073796,-0.083441,-0.134654,-0.113738,-0.078441,-0.072583,-0.072583,-0.117725,-0.117725,
Data270,-0.083396,-0.088284,-0.066457,-0.147758,-0.195210,-0.093963,-0.147981,-0.119593,-0.096020,-0.077249,-0.086003,-0.138212,-0.115438,-0.081779,-0.076140,-0.076140,-0.122161,-0.122161,
Data271,-0.087173,-0.091191,-0.074890,-0.151573,-0.195473,-0.095034,-0.141305,-0.126014,-0.100998,-0.080570,-0.088366,-0.141146,-0.116516,-0.084606,-0.079130,-0.079130,-0.126020,-0.126020,
Data272,-0.090648,-0.093734,-0.082720,-0.155642,-0.195473,-0.095837,-0.134311,-0.132118,-0.105743,-0.083760,-0.090529,-0.143420,-0.116931,-0.086888,-0.081605,-0.081605,-0.129214,-0.129214,
Data273,-0.094122,-0.096277,-0.090149,-0.159965,-0.195210,-0.096908,-0.127000,-0.137776,-0.110163,-0.086786,-0.092465,-0.145071,-0.116682,-0.088659,-0.083461,-0.083461,-0.131786,-0.131786,
Data274,-0.097446,-0.098094,-0.096975,-0.164289,-0.194421,-0.097979,-0.119529,-0.142990,-0.114257,-0.089614,-0.094145,-0.146098,-0.115728,-0.089851,-0.084749,-0.084749,-0.133694,-0.133694,
Data275,-0.100468,-0.100274,-0.103400,-0.168867,-0.193369,-0.099050,-0.111741,-0.147631,-0.118025,-0.092245,-0.095540,-0.146575,-0.114111,-0.090464,-0.085420,-0.085420,-0.134892,-0.134892,
Data276,-0.103338,-0.101727,-0.108821,-0.173444,-0.192316,-0.100388,-0.103793,-0.151764,-0.121374,-0.094580,-0.096621,-0.146501,-0.111830,-0.090532,-0.085523,-0.085523,-0.135424,-0.135424,
Data277,-0.105907,-0.102817,-0.113640,-0.178276,-0.191001,-0.101459,-0.095528,-0.155324,-0.124305,-0.096651,-0.097390,-0.145914,-0.108928,-0.090055,-0.085007,-0.085007,-0.135246,-0.135246,
Data278,-0.108324,-0.103907,-0.117454,-0.183363,-0.189422,-0.102798,-0.086945,-0.158122,-0.126817,-0.098427,-0.097817,-0.144814,-0.105403,-0.089000,-0.083873,-0.083873,-0.134404,-0.134404,
Data279,-0.110439,-0.104633,-0.120466,-0.188449,-0.187844,-0.104136,-0.078044,-0.160347,-0.128818,-0.099808,-0.097846,-0.143237,-0.101298,-0.087467,-0.082223,-0.082223,-0.132851,-0.132851,
Data280,-0.112252,-0.104997,-0.122273,-0.193535,-0.186002,-0.105475,-0.068983,-0.161809,-0.130306,-0.100828,-0.097476,-0.141293,-0.096654,-0.085423,-0.079955,-0.079955,-0.130633,-0.130633,
Data281,-0.113763,-0.104997,-0.123277,-0.198876,-0.183898,-0.106813,-0.059606,-0.162636,-0.131376,-0.101486,-0.096764,-0.139018,-0.091513,-0.082903,-0.077171,-0.077171,-0.127794,-0.127794,
Data282,-0.114971,-0.104633,-0.123076,-0.203962,-0.181530,-0.107884,-0.049751,-0.162826,-0.131981,-0.101782,-0.095654,-0.136341,-0.085873,-0.079906,-0.073821,-0.073821,-0.124290,-0.124290,
Data283,-0.115727,-0.103907,-0.121871,-0.208794,-0.179425,-0.109222,-0.039737,-0.162254,-0.132074,-0.101617,-0.094145,-0.133296,-0.079737,-0.076465,-0.070006,-0.070006,-0.120120,-0.120120,
Data284,-0.116180,-0.102817,-0.119663,-0.213626,-0.176794,-0.110293,-0.029405,-0.161046,-0.131609,-0.101025,-0.092237,-0.129885,-0.073185,-0.072548,-0.065727,-0.065727,-0.115419,-0.115419,
Data285,-0.116029,-0.101364,-0.116450,-0.217950,-0.174163,-0.111096,-0.018756,-0.159075,-0.130632,-0.099973,-0.089903,-0.126144,-0.066178,-0.068223,-0.060985,-0.060985,-0.110096,-0.110096,
Data286,-0.115576,-0.099184,-0.112033,-0.222019,-0.171532,-0.111899,-0.007947,-0.156341,-0.129050,-0.098427,-0.087113,-0.122035,-0.058797,-0.063420,-0.055829,-0.055829,-0.104285,-0.104285,
Data287,-0.114669,-0.096640,-0.106612,-0.225579,-0.168375,-0.112435,0.003179,-0.152908,-0.126957,-0.096388,-0.083896,-0.117597,-0.051043,-0.058209,-0.050314,-0.050314,-0.097942,-0.097942,
Data288,-0.113158,-0.093734,-0.100188,-0.228377,-0.165218,-0.112703,0.014623,-0.148775,-0.124212,-0.093790,-0.080252,-0.112829,-0.042999,-0.052623,-0.044385,-0.044385,-0.091066,-0.091066,
Data289,-0.111194,-0.090101,-0.092960,-0.230411,-0.161798,-0.112435,0.026385,-0.143943,-0.120956,-0.090666,-0.076153,-0.107767,-0.034706,-0.046663,-0.038148,-0.038148,-0.083747,-0.083747,
Data290,-0.108626,-0.086104,-0.084728,-0.231428,-0.157852,-0.111899,0.038307,-0.138348,-0.117094,-0.087016,-0.071569,-0.102485,-0.026206,-0.040396,-0.031601,-0.031601,-0.075940,-0.075940,
Data291,-0.105605,-0.081381,-0.075492,-0.231683,-0.153643,-0.111096,0.050387,-0.132118,-0.112628,-0.082807,-0.066559,-0.096983,-0.017623,-0.033822,-0.024796,-0.024796,-0.067778,-0.067778,
Data292,-0.101828,-0.075932,-0.065654,-0.230666,-0.148907,-0.109490,0.062626,-0.125251,-0.107697,-0.078038,-0.061065,-0.091187,-0.008873,-0.026942,-0.017785,-0.017785,-0.059217,-0.059217,
Data293,-0.097597,-0.070482,-0.054812,-0.228631,-0.143645,-0.107616,0.075024,-0.117812,-0.102161,-0.072743,-0.055143,-0.085098,0.000000,-0.019755,-0.010516,-0.010516,-0.050346,-0.050346,
Data294,-0.092612,-0.063943,-0.043569,-0.225325,-0.138120,-0.105207,0.087580,-0.109801,-0.096160,-0.066923,-0.048766,-0.078643,0.009039,-0.012194,-0.003041,-0.003041,-0.041164,-0.041164,
Data295,-0.087022,-0.057040,-0.031723,-0.220747,-0.132069,-0.102262,0.100137,-0.101282,-0.089647,-0.060576,-0.041905,-0.071820,0.018244,-0.004258,0.004588,0.004588,-0.031671,-0.031671,
Data296,-0.080827,-0.049047,-0.019275,-0.214644,-0.125492,-0.098514,0.112853,-0.092317,-0.082622,-0.053703,-0.034646,-0.064521,0.027698,0.004053,0.012475,0.012475,-0.021957,-0.021957,
Data297,-0.073878,-0.041054,-0.006626,-0.207268,-0.118126,-0.094231,0.125728,-0.082844,-0.075179,-0.046303,-0.026903,-0.056708,0.037318,0.012773,0.020569,0.020569,-0.011932,-0.011932,
Data298,-0.066324,-0.031971,0.006224,-0.198622,-0.110496,-0.089145,0.138444,-0.072925,-0.067223,-0.038411,-0.018732,-0.048455,0.047145,0.021935,0.028817,0.028817,-0.001730,-0.001730,
Data299,-0.058166,-0.022525,0.019475,-0.188195,-0.102078,-0.083523,0.151319,-0.062626,-0.058850,-0.029992,-0.010135,-0.039615,0.057097,0.031404,0.037220,0.037220,0.008605,0.008605,
Data300,-0.049252,-0.012353,0.032927,-0.176496,-0.092870,-0.077366,0.164193,-0.052008,-0.050011,-0.021047,-0.001110,-0.030298,0.067131,0.041247,0.045726,0.045726,0.019207,0.019207,
Data301,-0.039734,-0.001453,0.046580,-0.163272,-0.083398,-0.070138,0.177068,-0.041072,-0.040846,-0.011674,0.008313,-0.020468,0.077290,0.051363,0.054334,0.054334,0.029941,0.029941,
Data302,-0.029612,0.009446,0.060032,-0.148775,-0.072875,-0.062375,0.189784,-0.029882,-0.031309,-0.001776,0.018163,-0.010124,0.087491,0.061785,0.063098,0.063098,0.040809,0.040809,
Data303,-0.019036,0.021072,0.073484,-0.132499,-0.061825,-0.053808,0.202182,-0.018438,-0.021400,0.008517,0.028411,0.000587,0.097774,0.072446,0.071965,0.071965,0.051810,0.051810,
Data304,-0.007705,0.033425,0.086936,-0.114951,-0.049986,-0.044439,0.214580,-0.006867,-0.011212,0.019271,0.039002,0.011774,0.108057,0.083346,0.080883,0.080883,0.062899,0.062899,
Data305,0.003928,0.046140,0.100188,-0.095878,-0.037621,-0.034266,0.226660,0.004705,-0.000791,0.030387,0.049905,0.023365,0.118382,0.094483,0.089905,0.089905,0.074077,0.074077,
Data306,0.016165,0.059583,0.113037,-0.075532,-0.024204,-0.023558,0.238422,0.016467,0.009816,0.041831,0.061093,0.035360,0.128707,0.105825,0.099081,0.099081,0.085255,0.085255,
Data307,0.029007,0.073025,0.125485,-0.053915,-0.009997,-0.011779,0.249708,0.028166,0.020656,0.053505,0.072509,0.047758,0.139156,0.117372,0.108308,0.108308,0.096478,0.096478,
Data308,0.042000,0.086831,0.137733,-0.031027,0.004472,0.000268,0.260675,0.039864,0.031635,0.065410,0.084095,0.060523,0.149605,0.129123,0.117639,0.117639,0.107700,0.107700,
Data309,0.055446,0.101000,0.149378,-0.007121,0.019995,0.013385,0.271324,0.051436,0.042753,0.077512,0.095853,0.073691,0.160095,0.141010,0.127021,0.127021,0.118834,0.118834,
Data310,0.069194,0.115169,0.160621,0.017802,0.036306,0.027306,0.281338,0.062816,0.053918,0.089713,0.107724,0.087263,0.170669,0.153033,0.136506,0.136506,0.129923,0.129923,
Data311,0.083094,0.129702,0.171463,0.043488,0.053143,0.042029,0.290875,0.074070,0.065083,0.102045,0.119652,0.101201,0.181201,0.165158,0.145940,0.145940,0.140880,0.140880,
Data312,0.097144,0.144234,0.181904,0.070192,0.070507,0.057288,0.299935,0.085005,0.076249,0.114377,0.131581,0.115433,0.191733,0.177318,0.155374,0.155374,0.151659,0.151659,
Data313,0.111346,0.158403,0.191742,0.097658,0.088660,0.073083,0.308359,0.095687,0.087321,0.126742,0.143452,0.129885,0.202141,0.189443,0.164756,0.164756,0.162260,0.162260,
Data314,0.125396,0.172936,0.201178,0.125378,0.107339,0.089680,0.316148,0.105987,0.098300,0.139041,0.155181,0.144521,0.212382,0.201467,0.174087,0.174087,0.172596,0.172596,
Data315,0.139597,0.187105,0.210012,0.153862,0.126282,0.106813,0.323301,0.115841,0.109093,0.151209,0.166739,0.159266,0.222458,0.213354,0.183263,0.183263,0.182665,0.182665,
Data316,0.153497,0.200910,0.218445,0.182345,0.146013,0.124214,0.329500,0.125188,0.119653,0.163212,0.178069,0.174085,0.232244,0.225002,0.192233,0.192233,0.192468,0.192468,
Data317,0.167396,0.214353,0.226275,0.211083,0.165745,0.142150,0.334904,0.133961,0.129888,0.174985,0.189058,0.188867,0.241698,0.236379,0.201048,0.201048,0.201872,0.201872,
Data318,0.180842,0.227795,0.233905,0.239821,0.186002,0.160354,0.339354,0.142163,0.139843,0.186430,0.199677,0.203686,0.250779,0.247414,0.209605,0.209605,0.210965,0.210965,
Data319,0.194137,0.240511,0.240932,0.268559,0.206260,0.178825,0.342851,0.149602,0.149380,0.197479,0.209840,0.218468,0.259528,0.258143,0.217905,0.217905,0.219615,0.219615,
Data320,0.207130,0.252864,0.247357,0.297042,0.226781,0.197564,0.345235,0.156341,0.158498,0.208069,0.219462,0.233214,0.267904,0.268497,0.225947,0.225947,0.227865,0.227865,
Data321,0.219518,0.264490,0.253581,0.325271,0.247038,0.216571,0.346507,0.162254,0.167105,0.218132,0.228487,0.247886,0.275906,0.278443,0.233628,0.233628,0.235672,0.235672,
Data322,0.231454,0.275389,0.259203,0.352992,0.267559,0.235578,0.346666,0.167277,0.175153,0.227603,0.236885,0.262411,0.283411,0.288014,0.240948,0.240948,0.242991,0.242991,
Data323,0.242936,0.285925,0.264423,0.380204,0.287817,0.254317,0.345553,0.171346,0.182550,0.236449,0.244571,0.276827,0.290502,0.297142,0.247908,0.247908,0.249778,0.249778,
Data324,0.253662,0.295734,0.269442,0.406399,0.308074,0.273324,0.343328,0.174334,0.189249,0.244572,0.251489,0.291059,0.297095,0.305862,0.254455,0.254455,0.255988,0.255988,
Data325,0.263785,0.304454,0.273859,0.432085,0.327543,0.291795,0.339990,0.176305,0.195157,0.251971,0.257638,0.305144,0.303190,0.314070,0.260537,0.260537,0.261666,0.261666,
Data326,0.273303,0.312447,0.278076,0.456753,0.346748,0.309731,0.335222,0.177132,0.200321,0.258548,0.262933,0.318972,0.308746,0.321802,0.266157,0.266157,0.266767,0.266767,
Data327,0.281914,0.319713,0.281690,0.480405,0.365427,0.327667,0.329341,0.176750,0.204555,0.264270,0.267318,0.332544,0.313722,0.329023,0.271312,0.271312,0.271247,0.271247,
Data328,0.289921,0.326252,0.285103,0.502785,0.383317,0.344533,0.322188,0.175161,0.207904,0.269039,0.270762,0.345786,0.318076,0.335698,0.275848,0.275848,0.275062,0.275062,
Data329,0.297022,0.331702,0.288114,0.523893,0.400418,0.361130,0.313923,0.172300,0.210277,0.272887,0.273239,0.358660,0.321891,0.341863,0.279869,0.279869,0.278167,0.278167,
Data330,0.303216,0.336425,0.290725,0.543730,0.416729,0.376657,0.304227,0.168167,0.211672,0.275715,0.274691,0.371132,0.325042,0.347415,0.283271,0.283271,0.280606,0.280606,
Data331,0.308504,0.339695,0.292933,0.562041,0.431988,0.391648,0.293418,0.162763,0.212045,0.277491,0.275061,0.383089,0.327530,0.352388,0.286004,0.286004,0.282292,0.282292,
Data332,0.313037,0.342238,0.294740,0.579080,0.445932,0.405301,0.281179,0.155960,0.211347,0.278148,0.274349,0.394497,0.329354,0.356714,0.288014,0.288014,0.283179,0.283179,
Data333,0.316360,0.343691,0.296145,0.594339,0.458823,0.417883,0.267987,0.147822,0.209532,0.277622,0.272499,0.405244,0.330432,0.360324,0.289303,0.289303,0.283223,0.283223,
Data334,0.318929,0.344055,0.297149,0.607818,0.470399,0.429394,0.253522,0.138348,0.206602,0.275945,0.269538,0.415221,0.330764,0.363185,0.289767,0.289767,0.282425,0.282425,
Data335,0.320439,0.343328,0.297752,0.619771,0.480659,0.439835,0.237786,0.127540,0.202554,0.273084,0.265410,0.424355,0.330225,0.365229,0.289406,0.289406,0.280695,0.280695,
Data336,0.320893,0.341511,0.297752,0.629689,0.489078,0.448669,0.221097,0.115524,0.197390,0.269072,0.260172,0.432535,0.328815,0.366387,0.288117,0.288117,0.278034,0.278034,
Data337,0.320288,0.338968,0.297149,0.637827,0.496181,0.456164,0.203454,0.102235,0.191156,0.263843,0.253824,0.439687,0.326535,0.366625,0.285900,0.285900,0.274441,0.274441,
Data338,0.318627,0.334972,0.296145,0.644185,0.501443,0.462054,0.184698,0.087803,0.183853,0.257463,0.246336,0.445776,0.323301,0.365910,0.282756,0.282756,0.269827,0.269827,
Data339,0.316058,0.329886,0.294539,0.648508,0.504863,0.466337,0.165147,0.072226,0.175432,0.249899,0.237767,0.450765,0.319071,0.364139,0.278632,0.278632,0.264238,0.264238,
Data340,0.312281,0.323709,0.292130,0.650797,0.506705,0.469014,0.144802,0.055568,0.165988,0.241152,0.228088,0.454506,0.313888,0.361312,0.273477,0.273477,0.257585,0.257585,
Data341,0.307598,0.316443,0.289319,0.651306,0.506442,0.470085,0.123503,0.037957,0.155568,0.231319,0.217356,0.457000,0.307668,0.357361,0.267239,0.267239,0.249911,0.249911,
Data342,0.301706,0.308087,0.285705,0.649780,0.504600,0.469282,0.101727,0.019392,0.144123,0.220335,0.205570,0.458174,0.300412,0.352252,0.259919,0.259919,0.241128,0.241128,
Data343,0.294907,0.298641,0.281489,0.645965,0.500654,0.467140,0.079315,0.000000,0.131795,0.208266,0.192731,0.457991,0.292161,0.345985,0.251516,0.251516,0.231236,0.231236,
Data344,0.286900,0.288105,0.276269,0.640370,0.494866,0.462857,0.056586,-0.020155,0.118537,0.195144,0.178923,0.456450,0.282955,0.338525,0.242082,0.242082,0.220280,0.220280,
Data345,0.277986,0.276479,0.270446,0.632995,0.486973,0.457235,0.033379,-0.041009,0.104487,0.181004,0.164148,0.453479,0.272714,0.329840,0.231566,0.231566,0.208259,0.208259,
Data346,0.268015,0.263763,0.263820,0.623585,0.477502,0.449740,0.009855,-0.062435,0.089647,0.165876,0.148462,0.449041,0.261435,0.319860,0.219967,0.219967,0.195218,0.195218,
Data347,0.257137,0.249957,0.256191,0.612141,0.465926,0.440370,-0.013511,-0.084306,0.074062,0.149861,0.131894,0.443099,0.249120,0.308621,0.207389,0.207389,0.181201,0.181201,
Data348,0.245202,0.235425,0.247758,0.598917,0.452509,0.429662,-0.037353,-0.106495,0.057826,0.132924,0.114471,0.435616,0.235727,0.296086,0.193728,0.193728,0.166208,0.166208,
Data349,0.232360,0.219803,0.238322,0.584166,0.437513,0.417080,-0.061195,-0.128939,0.040985,0.115199,0.096308,0.426482,0.221214,0.282190,0.179087,0.179087,0.150239,0.150239,
Data350,0.218461,0.203454,0.228082,0.567636,0.420675,0.403159,-0.085196,-0.151573,0.023586,0.096684,0.077377,0.415662,0.205624,0.266897,0.163519,0.163519,0.133428,0.133428,
Data351,0.203957,0.186015,0.217040,0.549325,0.401996,0.387633,-0.108879,-0.174207,0.005722,0.077479,0.057762,0.403154,0.188996,0.250343,0.146971,0.146971,0.115729,0.115729,
Data352,0.188396,0.167849,0.204792,0.529742,0.382002,0.370500,-0.132404,-0.196778,-0.012561,0.057616,0.037550,0.388958,0.171332,0.232496,0.129547,0.129547,0.097188,0.097188,
Data353,0.172231,0.148957,0.191742,0.508634,0.360692,0.352028,-0.155769,-0.219221,-0.031169,0.037161,0.016796,0.373112,0.152715,0.213456,0.111350,0.111350,0.077936,0.077936,
Data354,0.155159,0.129338,0.177487,0.486254,0.337803,0.332486,-0.178658,-0.241347,-0.050104,0.016213,-0.004413,0.355689,0.133185,0.193258,0.092379,0.092379,0.057975,0.057975,
Data355,0.137633,0.109356,0.162428,0.462603,0.313599,0.311605,-0.201069,-0.263091,-0.069177,-0.005163,-0.026077,0.336762,0.112826,0.172005,0.072687,0.072687,0.037349,0.037349,
