Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,
Name,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,C3’-C4’,
Time,20220317082042,20220317082130,20220317091327,20220317093224,20220317093224,20220317093224,20220317104709,20220317105109,20220317105109,20220317105109,20220317105109,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,20220317114939,
Highcut,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,
Lowcut,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,
Period,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,0.000156,
Averages,101,84,38,15,29,57,48,30,41,58,67,13,23,28,37,37,43,43,
Int (mA),45/45mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,55/55mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,45/45mA,
Pulse Width (µs),250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,250µs,
Rep Rate (Hz),2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,2.79Hz,
Data481,0.126453,0.075932,0.011846,0.100455,0.097342,0.106010,-0.017007,-0.111327,-0.039636,-0.011707,0.013124,-0.007630,0.020608,0.015497,0.031085,0.031085,0.124734,0.124734,
Data482,0.122223,0.070482,0.005421,0.095878,0.092343,0.099853,-0.015895,-0.120737,-0.047545,-0.017594,0.006975,-0.015626,0.012274,0.005450,0.023404,0.023404,0.116350,0.116350,
Data483,0.117993,0.065032,-0.000402,0.091045,0.087871,0.093696,-0.014623,-0.129765,-0.054988,-0.023152,0.001139,-0.022962,0.004603,-0.003917,0.016238,0.016238,0.108277,0.108277,
Data484,0.113612,0.059946,-0.006425,0.086213,0.083662,0.087806,-0.013352,-0.138476,-0.062013,-0.028315,-0.004356,-0.029601,-0.002363,-0.012670,0.009588,0.009588,0.100514,0.100514,
Data485,0.109079,0.054860,-0.011846,0.081127,0.079715,0.081917,-0.012080,-0.146741,-0.068573,-0.033116,-0.009594,-0.035653,-0.008708,-0.020777,0.003402,0.003402,0.093062,0.093062,
Data486,0.104547,0.049773,-0.016865,0.076041,0.075769,0.076295,-0.010967,-0.154625,-0.074667,-0.037556,-0.014490,-0.041045,-0.014388,-0.028236,-0.002217,-0.002217,0.085965,0.085965,
Data487,0.100015,0.044687,-0.021483,0.070700,0.072349,0.070941,-0.010014,-0.162000,-0.080249,-0.041568,-0.019045,-0.045887,-0.019447,-0.035048,-0.007320,-0.007320,0.079178,0.079178,
Data488,0.095331,0.039964,-0.025699,0.064851,0.068929,0.065319,-0.009219,-0.168803,-0.085320,-0.045218,-0.023259,-0.050142,-0.023884,-0.041247,-0.012011,-0.012011,0.072746,0.072746,
Data489,0.090497,0.035241,-0.029113,0.059002,0.065509,0.059965,-0.008742,-0.175097,-0.089879,-0.048441,-0.027102,-0.053920,-0.027740,-0.046867,-0.016187,-0.016187,0.066625,0.066625,
Data490,0.085813,0.030518,-0.032124,0.052898,0.062352,0.054879,-0.008265,-0.180883,-0.093973,-0.051269,-0.030575,-0.057258,-0.031057,-0.051976,-0.019899,-0.019899,0.060770,0.060770,
Data491,0.081130,0.026158,-0.034534,0.046286,0.059458,0.049793,-0.008106,-0.186033,-0.097509,-0.053670,-0.033678,-0.060192,-0.033918,-0.056574,-0.023146,-0.023146,0.055225,0.055225,
Data492,0.076295,0.021799,-0.036341,0.039419,0.056301,0.044706,-0.008106,-0.190611,-0.100533,-0.055643,-0.036383,-0.062760,-0.036323,-0.060695,-0.026033,-0.026033,0.049902,0.049902,
Data493,0.071612,0.017802,-0.037545,0.032298,0.053407,0.039620,-0.008424,-0.194680,-0.103045,-0.057221,-0.038745,-0.064998,-0.038313,-0.064442,-0.028559,-0.028559,0.044801,0.044801,
Data494,0.067079,0.013806,-0.038148,0.025177,0.050250,0.034801,-0.008901,-0.198113,-0.105138,-0.058405,-0.040767,-0.067015,-0.040013,-0.067780,-0.030776,-0.030776,0.039878,0.039878,
Data495,0.062396,0.009809,-0.037947,0.017548,0.047356,0.029983,-0.009696,-0.201038,-0.106860,-0.059227,-0.042475,-0.068776,-0.041382,-0.070811,-0.032632,-0.032632,0.035131,0.035131,
Data496,0.058014,0.006540,-0.037344,0.009918,0.044199,0.025164,-0.010650,-0.203454,-0.108162,-0.059754,-0.043927,-0.070353,-0.042543,-0.073502,-0.034281,-0.034281,0.030474,0.030474,
Data497,0.053633,0.002906,-0.036140,0.002035,0.041305,0.020345,-0.011762,-0.205361,-0.109139,-0.060017,-0.045094,-0.071710,-0.043455,-0.075920,-0.035673,-0.035673,0.025949,0.025949,
Data498,0.049252,0.000000,-0.034132,-0.005595,0.038148,0.015794,-0.013193,-0.206760,-0.109744,-0.059951,-0.046005,-0.073031,-0.044243,-0.078100,-0.036859,-0.036859,0.021513,0.021513,
Data499,0.045173,-0.002543,-0.031923,-0.013733,0.034991,0.011511,-0.014782,-0.207586,-0.110023,-0.059655,-0.046717,-0.074241,-0.044906,-0.080110,-0.037941,-0.037941,0.017078,0.017078,
Data500,0.041094,-0.005450,-0.029113,-0.021617,0.031833,0.006960,-0.016690,-0.207968,-0.109977,-0.059063,-0.047200,-0.075378,-0.045570,-0.081949,-0.038921,-0.038921,0.012686,0.012686,
Data501,0.037317,-0.007993,-0.025900,-0.029501,0.028676,0.002677,-0.018597,-0.207777,-0.109604,-0.058241,-0.047428,-0.076479,-0.046233,-0.083618,-0.039746,-0.039746,0.008295,0.008295,
Data502,0.033389,-0.010536,-0.022286,-0.037130,0.025519,-0.001339,-0.020981,-0.207141,-0.108907,-0.057188,-0.047485,-0.077579,-0.046938,-0.085219,-0.040570,-0.040570,0.003859,0.003859,
Data503,0.029763,-0.012716,-0.018271,-0.044505,0.022362,-0.005354,-0.023365,-0.205997,-0.107930,-0.055906,-0.047343,-0.078679,-0.047767,-0.086752,-0.041344,-0.041344,-0.000532,-0.000532,
Data504,0.026288,-0.014532,-0.014054,-0.051881,0.018942,-0.009102,-0.025909,-0.204344,-0.106674,-0.054426,-0.047030,-0.079853,-0.048804,-0.088284,-0.042169,-0.042169,-0.005057,-0.005057,
Data505,0.022813,-0.016349,-0.009637,-0.058493,0.015785,-0.013117,-0.028770,-0.202246,-0.105092,-0.052749,-0.046574,-0.081100,-0.050006,-0.089749,-0.043045,-0.043045,-0.009626,-0.009626,
Data506,0.019489,-0.018166,-0.005220,-0.064851,0.012628,-0.016598,-0.031631,-0.199766,-0.103278,-0.050940,-0.045948,-0.082421,-0.051375,-0.091179,-0.043973,-0.043973,-0.014328,-0.014328,
Data507,0.016317,-0.019619,-0.000602,-0.070700,0.009471,-0.020078,-0.034810,-0.196778,-0.101231,-0.048967,-0.045208,-0.083705,-0.052909,-0.092576,-0.045004,-0.045004,-0.019118,-0.019118,
Data508,0.013295,-0.021072,0.003815,-0.076041,0.006314,-0.023290,-0.037989,-0.193408,-0.098858,-0.046895,-0.044354,-0.085025,-0.054651,-0.093870,-0.046035,-0.046035,-0.023997,-0.023997,
Data509,0.010424,-0.022162,0.008433,-0.080618,0.003157,-0.026503,-0.041168,-0.189593,-0.096299,-0.044692,-0.043357,-0.086235,-0.056516,-0.095096,-0.047220,-0.047220,-0.028966,-0.028966,
Data510,0.007554,-0.022889,0.013050,-0.084688,0.000000,-0.029715,-0.044347,-0.185334,-0.093462,-0.042390,-0.042275,-0.087336,-0.058465,-0.096186,-0.048458,-0.048458,-0.034067,-0.034067,
Data511,0.004835,-0.023615,0.017468,-0.087994,-0.002631,-0.032660,-0.047525,-0.180629,-0.090345,-0.039956,-0.041080,-0.088253,-0.060580,-0.097174,-0.049798,-0.049798,-0.039212,-0.039212,
Data512,0.002266,-0.024342,0.021483,-0.090537,-0.005788,-0.035337,-0.050863,-0.175606,-0.086995,-0.037457,-0.039770,-0.089023,-0.062819,-0.098060,-0.051241,-0.051241,-0.044402,-0.044402,
Data513,0.000000,-0.024705,0.025499,-0.092317,-0.008682,-0.038014,-0.053883,-0.170202,-0.083459,-0.034925,-0.038432,-0.089573,-0.065183,-0.098843,-0.052685,-0.052685,-0.049636,-0.049636,
Data514,-0.002417,-0.025068,0.028912,-0.093080,-0.011313,-0.040423,-0.057062,-0.164480,-0.079738,-0.032327,-0.036980,-0.089940,-0.067670,-0.099490,-0.054231,-0.054231,-0.054826,-0.054826,
Data515,-0.004683,-0.025068,0.032124,-0.093080,-0.013944,-0.042565,-0.060082,-0.158440,-0.075783,-0.029663,-0.035472,-0.090197,-0.070283,-0.100069,-0.055829,-0.055829,-0.060016,-0.060016,
Data516,-0.006799,-0.025068,0.034935,-0.092063,-0.016311,-0.044706,-0.063261,-0.152082,-0.071596,-0.026933,-0.033877,-0.090307,-0.073019,-0.100580,-0.057479,-0.057479,-0.065117,-0.065117,
Data517,-0.008914,-0.025068,0.037144,-0.090283,-0.018416,-0.046580,-0.066281,-0.145406,-0.067270,-0.024138,-0.032198,-0.090380,-0.075839,-0.100989,-0.059077,-0.059077,-0.070085,-0.070085,
Data518,-0.010878,-0.024705,0.038750,-0.087485,-0.020258,-0.047919,-0.069301,-0.138476,-0.062711,-0.021343,-0.030433,-0.090344,-0.078742,-0.101329,-0.060624,-0.060624,-0.074876,-0.074876,
Data519,-0.012842,-0.023978,0.039955,-0.083670,-0.021836,-0.049525,-0.072480,-0.131228,-0.057966,-0.018548,-0.028611,-0.090234,-0.081644,-0.101568,-0.062067,-0.062067,-0.079489,-0.079489,
Data520,-0.014655,-0.023615,0.040557,-0.078838,-0.022889,-0.050596,-0.075500,-0.123789,-0.053127,-0.015719,-0.026675,-0.090014,-0.084464,-0.101602,-0.063356,-0.063356,-0.083836,-0.083836,
Data521,-0.016317,-0.022889,0.040557,-0.073243,-0.023941,-0.051399,-0.078520,-0.116096,-0.048103,-0.012924,-0.024711,-0.089647,-0.087200,-0.101466,-0.064490,-0.064490,-0.087872,-0.087872,
Data522,-0.017978,-0.021799,0.039754,-0.066631,-0.024467,-0.052202,-0.081540,-0.108148,-0.042986,-0.010129,-0.022661,-0.089170,-0.089771,-0.101125,-0.065366,-0.065366,-0.091598,-0.091598,
Data523,-0.019640,-0.020709,0.038549,-0.059510,-0.024730,-0.052470,-0.084401,-0.100074,-0.037775,-0.007432,-0.020583,-0.088546,-0.092176,-0.100580,-0.066037,-0.066037,-0.094970,-0.094970,
Data524,-0.021151,-0.019619,0.036541,-0.051626,-0.024730,-0.052737,-0.087421,-0.091745,-0.032565,-0.004768,-0.018447,-0.087739,-0.094291,-0.099797,-0.066397,-0.066397,-0.097986,-0.097986,
Data525,-0.022662,-0.018529,0.033931,-0.043234,-0.024204,-0.052737,-0.090283,-0.083352,-0.027308,-0.002203,-0.016312,-0.086786,-0.096157,-0.098809,-0.066500,-0.066500,-0.100559,-0.100559,
Data526,-0.023871,-0.017076,0.030719,-0.034333,-0.023415,-0.052470,-0.092985,-0.074706,-0.022005,0.000296,-0.014120,-0.085685,-0.097732,-0.097651,-0.066346,-0.066346,-0.102777,-0.102777,
Data527,-0.025230,-0.015622,0.026904,-0.024923,-0.022362,-0.051934,-0.095687,-0.065995,-0.016701,0.002795,-0.011900,-0.084512,-0.099101,-0.096357,-0.065933,-0.065933,-0.104595,-0.104595,
Data528,-0.026288,-0.013806,0.022688,-0.015259,-0.021047,-0.051399,-0.098389,-0.057094,-0.011398,0.005229,-0.009651,-0.083264,-0.100220,-0.094892,-0.065263,-0.065263,-0.106015,-0.106015,
Data529,-0.027345,-0.012353,0.018070,-0.005086,-0.019468,-0.050328,-0.100932,-0.048193,-0.006141,0.007630,-0.007402,-0.082017,-0.101091,-0.093291,-0.064335,-0.064335,-0.106946,-0.106946,
Data530,-0.028403,-0.010536,0.013050,0.004578,-0.017627,-0.049257,-0.103634,-0.039165,-0.000930,0.009932,-0.005124,-0.080733,-0.101713,-0.091554,-0.063098,-0.063098,-0.107479,-0.107479,
Data531,-0.029158,-0.008719,0.007630,0.015005,-0.015259,-0.047919,-0.106177,-0.030137,0.004140,0.012168,-0.002875,-0.079450,-0.102003,-0.089681,-0.061552,-0.061552,-0.107523,-0.107523,
Data532,-0.029914,-0.006903,0.001807,0.025177,-0.012891,-0.046580,-0.108721,-0.021045,0.009165,0.014272,-0.000683,-0.078092,-0.102003,-0.087637,-0.059747,-0.059747,-0.107124,-0.107124,
Data533,-0.030518,-0.005450,-0.003815,0.035350,-0.009997,-0.044974,-0.111264,-0.011953,0.014096,0.016311,0.001423,-0.076699,-0.101630,-0.085457,-0.057634,-0.057634,-0.106237,-0.106237,
Data534,-0.030971,-0.003633,-0.009838,0.045268,-0.007103,-0.043100,-0.113807,-0.002861,0.018888,0.018219,0.003530,-0.075231,-0.100925,-0.083039,-0.055211,-0.055211,-0.104906,-0.104906,
Data535,-0.031273,-0.001817,-0.015861,0.054932,-0.003683,-0.041226,-0.116350,0.006231,0.023586,0.020060,0.005608,-0.073654,-0.099847,-0.080382,-0.052530,-0.052530,-0.103043,-0.103043,
Data536,-0.031576,0.000000,-0.021684,0.064342,-0.000263,-0.039085,-0.118893,0.015323,0.028192,0.021803,0.007630,-0.072004,-0.098354,-0.077487,-0.049489,-0.049489,-0.100736,-0.100736,
Data537,-0.031727,0.001090,-0.027506,0.073498,0.002894,-0.036943,-0.121277,0.024478,0.032658,0.023448,0.009594,-0.070206,-0.096488,-0.074354,-0.046189,-0.046189,-0.097942,-0.097942,
Data538,-0.031727,0.002906,-0.032927,0.081890,0.006314,-0.034801,-0.123821,0.033570,0.036985,0.024993,0.011501,-0.068299,-0.094166,-0.070880,-0.042529,-0.042529,-0.094704,-0.094704,
Data539,-0.031727,0.004360,-0.038148,0.090028,0.009997,-0.032660,-0.126205,0.042598,0.041171,0.026506,0.013352,-0.066281,-0.091513,-0.067167,-0.038612,-0.038612,-0.090977,-0.090977,
Data540,-0.031576,0.005813,-0.042966,0.097658,0.013417,-0.030518,-0.128430,0.051563,0.045265,0.027920,0.015145,-0.064117,-0.088403,-0.063148,-0.034436,-0.034436,-0.086808,-0.086808,
Data541,-0.031273,0.006903,-0.047383,0.104524,0.017101,-0.028376,-0.130655,0.060464,0.049173,0.029268,0.016825,-0.061880,-0.084961,-0.058822,-0.030003,-0.030003,-0.082239,-0.082239,
Data542,-0.030820,0.008356,-0.051399,0.110882,0.020258,-0.026503,-0.132722,0.069301,0.052988,0.030584,0.018476,-0.059459,-0.081188,-0.054190,-0.025363,-0.025363,-0.077271,-0.077271,
Data543,-0.030367,0.009446,-0.054611,0.116477,0.023678,-0.024629,-0.134788,0.078075,0.056756,0.031833,0.020070,-0.056928,-0.077041,-0.049285,-0.020517,-0.020517,-0.071904,-0.071904,
Data544,-0.029612,0.010173,-0.057221,0.121818,0.026572,-0.022755,-0.136695,0.086722,0.060385,0.033050,0.021579,-0.054214,-0.072522,-0.044074,-0.015517,-0.015517,-0.066226,-0.066226,
Data545,-0.029007,0.011263,-0.059229,0.126141,0.029203,-0.021148,-0.138444,0.095305,0.063920,0.034201,0.023031,-0.051352,-0.067712,-0.038590,-0.010362,-0.010362,-0.060238,-0.060238,
Data546,-0.028101,0.011989,-0.060635,0.129956,0.031833,-0.019810,-0.140033,0.103634,0.067410,0.035352,0.024426,-0.048271,-0.062570,-0.032868,-0.005104,-0.005104,-0.053939,-0.053939,
Data547,-0.027194,0.012353,-0.061237,0.133262,0.033938,-0.018739,-0.141464,0.111899,0.070759,0.036437,0.025735,-0.045043,-0.057180,-0.026874,0.000155,0.000155,-0.047418,-0.047418,
Data548,-0.026288,0.013079,-0.061237,0.135805,0.035780,-0.017668,-0.142735,0.119974,0.074062,0.037490,0.027016,-0.041596,-0.051499,-0.020675,0.005516,0.005516,-0.040720,-0.040720,
Data549,-0.025230,0.013442,-0.060434,0.137840,0.037358,-0.016865,-0.143848,0.127858,0.077319,0.038542,0.028241,-0.038001,-0.045611,-0.014305,0.010929,0.010929,-0.033801,-0.033801,
Data550,-0.024173,0.013442,-0.059028,0.139620,0.038411,-0.016330,-0.144961,0.135551,0.080482,0.039595,0.029436,-0.034333,-0.039557,-0.007766,0.016393,0.016393,-0.026703,-0.026703,
Data551,-0.022964,0.013442,-0.056820,0.140637,0.039200,-0.015794,-0.145755,0.142990,0.083599,0.040647,0.030603,-0.030518,-0.033296,-0.001090,0.021806,0.021806,-0.019517,-0.019517,
Data552,-0.021907,0.013442,-0.054009,0.141146,0.039463,-0.015794,-0.146550,0.150174,0.086669,0.041699,0.031742,-0.026593,-0.026952,0.005586,0.027219,0.027219,-0.012198,-0.012198,
Data553,-0.020547,0.013079,-0.050596,0.141400,0.039200,-0.015794,-0.147186,0.157104,0.089647,0.042817,0.032852,-0.022595,-0.020484,0.012398,0.032580,0.032580,-0.004879,-0.004879,
Data554,-0.019338,0.012716,-0.046781,0.141146,0.038674,-0.016062,-0.147822,0.163653,0.092531,0.043903,0.033963,-0.018487,-0.013932,0.019210,0.037838,0.037838,0.002440,0.002440,
Data555,-0.017978,0.012353,-0.042364,0.140637,0.037884,-0.016598,-0.148140,0.169884,0.095369,0.045054,0.035016,-0.014342,-0.007339,0.026022,0.042942,0.042942,0.009759,0.009759,
Data556,-0.016619,0.011626,-0.037545,0.139620,0.036569,-0.017401,-0.148458,0.175669,0.098021,0.046172,0.036041,-0.010087,-0.000705,0.032800,0.047891,0.047891,0.016989,0.016989,
Data557,-0.015259,0.010899,-0.032526,0.138603,0.034991,-0.017936,-0.148458,0.181074,0.100533,0.047257,0.037037,-0.005759,0.005888,0.039510,0.052685,0.052685,0.024042,0.024042,
Data558,-0.013899,0.010173,-0.027105,0.137077,0.032886,-0.019007,-0.148458,0.185969,0.102905,0.048375,0.038005,-0.001320,0.012605,0.046118,0.057324,0.057324,0.031006,0.031006,
Data559,-0.012540,0.009446,-0.021684,0.135297,0.030518,-0.019810,-0.148140,0.190483,0.105138,0.049493,0.038945,0.003191,0.019281,0.052657,0.061809,0.061809,0.037837,0.037837,
Data560,-0.011180,0.008356,-0.016062,0.133516,0.027887,-0.020881,-0.147822,0.194425,0.107139,0.050611,0.039856,0.007850,0.025957,0.059061,0.066140,0.066140,0.044491,0.044491,
Data561,-0.009669,0.007630,-0.010440,0.131482,0.024993,-0.021952,-0.147186,0.197922,0.109000,0.051729,0.040738,0.012545,0.032633,0.065362,0.070315,0.070315,0.050923,0.050923,
Data562,-0.008309,0.006540,-0.004819,0.129193,0.021836,-0.022755,-0.146550,0.200910,0.110628,0.052848,0.041592,0.017276,0.039184,0.071424,0.074285,0.074285,0.057177,0.057177,
Data563,-0.006799,0.005086,0.000201,0.127159,0.018416,-0.023825,-0.145914,0.203390,0.112070,0.053933,0.042389,0.022008,0.045611,0.077249,0.078099,0.078099,0.063210,0.063210,
Data564,-0.005439,0.003996,0.005421,0.124615,0.014996,-0.024629,-0.145279,0.205297,0.113233,0.054952,0.043101,0.026593,0.051831,0.082767,0.081656,0.081656,0.068932,0.068932,
Data565,-0.003928,0.002906,0.010240,0.122326,0.011576,-0.025164,-0.144484,0.206633,0.114117,0.055939,0.043727,0.031142,0.057802,0.088046,0.085007,0.085007,0.074299,0.074299,
Data566,-0.002417,0.001453,0.014857,0.119783,0.008156,-0.025699,-0.143689,0.207396,0.114768,0.056827,0.044268,0.035543,0.063607,0.093019,0.088100,0.088100,0.079311,0.079311,
Data567,-0.001058,0.000000,0.019074,0.117494,0.004472,-0.025967,-0.142894,0.207523,0.115047,0.057616,0.044724,0.039872,0.069163,0.097685,0.090936,0.090936,0.083969,0.083969,
Data568,0.000151,-0.001090,0.022889,0.114951,0.001052,-0.026235,-0.141941,0.207078,0.115047,0.058307,0.045065,0.044126,0.074512,0.102079,0.093513,0.093513,0.088183,0.088183,
Data569,0.001662,-0.002543,0.026101,0.112154,-0.002368,-0.026235,-0.140987,0.206060,0.114722,0.058899,0.045293,0.048308,0.079571,0.106166,0.095884,0.095884,0.091953,0.091953,
Data570,0.003022,-0.003996,0.029113,0.109611,-0.006051,-0.025967,-0.139874,0.204407,0.114070,0.059359,0.045379,0.052453,0.084422,0.110015,0.097998,0.097998,0.095280,0.095280,
Data571,0.004381,-0.005450,0.031522,0.106813,-0.009471,-0.025432,-0.138603,0.202182,0.113047,0.059688,0.045379,0.056488,0.088942,0.113557,0.099751,0.099751,0.098163,0.098163,
Data572,0.005741,-0.006540,0.033730,0.103761,-0.012891,-0.024629,-0.137331,0.199385,0.111698,0.059918,0.045265,0.060413,0.093130,0.116725,0.101246,0.101246,0.100514,0.100514,
Data573,0.007101,-0.007993,0.035337,0.100964,-0.016311,-0.023825,-0.135901,0.196142,0.110070,0.060082,0.045037,0.064117,0.096903,0.119552,0.102328,0.102328,0.102333,0.102333,
Data574,0.008460,-0.009446,0.036541,0.097912,-0.019731,-0.022755,-0.134470,0.192391,0.108162,0.060148,0.044724,0.067639,0.100220,0.121970,0.103050,0.103050,0.103619,0.103619,
Data575,0.009669,-0.010899,0.037545,0.094860,-0.023152,-0.021416,-0.133040,0.188258,0.106022,0.060148,0.044297,0.070940,0.103040,0.123945,0.103411,0.103411,0.104329,0.104329,
Data576,0.010878,-0.012353,0.037947,0.091554,-0.026309,-0.020078,-0.131450,0.183744,0.103650,0.060082,0.043813,0.073984,0.105320,0.125478,0.103359,0.103359,0.104551,0.104551,
Data577,0.012086,-0.013806,0.038148,0.088248,-0.029466,-0.018471,-0.129861,0.178912,0.101091,0.059918,0.043215,0.076699,0.107103,0.126568,0.102895,0.102895,0.104152,0.104152,
Data578,0.013144,-0.014896,0.038148,0.084942,-0.032623,-0.016865,-0.128112,0.173699,0.098346,0.059655,0.042503,0.079083,0.108306,0.127249,0.102070,0.102070,0.103265,0.103265,
Data579,0.014201,-0.016349,0.037947,0.081127,-0.035780,-0.015259,-0.126523,0.168294,0.095369,0.059293,0.041706,0.081174,0.109052,0.127522,0.100885,0.100885,0.101845,0.101845,
Data580,0.015108,-0.017439,0.037746,0.077058,-0.039200,-0.013921,-0.124774,0.162572,0.092252,0.058833,0.040824,0.082971,0.109218,0.127386,0.099338,0.099338,0.099893,0.099893,
Data581,0.016014,-0.018529,0.037344,0.072735,-0.042357,-0.012314,-0.122867,0.156723,0.088995,0.058274,0.039856,0.084438,0.108928,0.126875,0.097431,0.097431,0.097454,0.097454,
Data582,0.016770,-0.019619,0.036943,0.067903,-0.046040,-0.010708,-0.120960,0.150683,0.085599,0.057649,0.038859,0.085539,0.108099,0.125989,0.095214,0.095214,0.094482,0.094482,
Data583,0.017525,-0.020345,0.036541,0.062816,-0.049723,-0.009637,-0.119052,0.144579,0.082203,0.056991,0.037834,0.086309,0.106813,0.124729,0.092688,0.092688,0.091066,0.091066,
Data584,0.018130,-0.021435,0.036341,0.057221,-0.053407,-0.008299,-0.116986,0.138412,0.078761,0.056268,0.036781,0.086676,0.104989,0.123060,0.089801,0.089801,0.087163,0.087163,
Data585,0.018583,-0.022162,0.036140,0.051372,-0.057616,-0.007496,-0.114761,0.132308,0.075318,0.055544,0.035785,0.086676,0.102667,0.120982,0.086657,0.086657,0.082860,0.082860,
Data586,0.019036,-0.022889,0.036541,0.044760,-0.062088,-0.006960,-0.112535,0.126205,0.071922,0.054821,0.034817,0.086272,0.099889,0.118564,0.083203,0.083203,0.078114,0.078114,
Data587,0.019338,-0.023615,0.036943,0.037893,-0.066561,-0.006693,-0.109992,0.120165,0.068526,0.054097,0.033906,0.085465,0.096613,0.115703,0.079440,0.079440,0.072968,0.072968,
Data588,0.019489,-0.024342,0.037746,0.030518,-0.071823,-0.006693,-0.107449,0.114188,0.065176,0.053341,0.033052,0.084218,0.092881,0.112467,0.075419,0.075419,0.067379,0.067379,
Data589,0.019489,-0.024705,0.039151,0.022889,-0.077084,-0.006960,-0.104588,0.108212,0.061873,0.052584,0.032255,0.082567,0.088610,0.108755,0.071140,0.071140,0.061435,0.061435,
Data590,0.019489,-0.025432,0.040758,0.014496,-0.082872,-0.007763,-0.101727,0.102299,0.058570,0.051795,0.031457,0.080440,0.083925,0.104633,0.066604,0.066604,0.055048,0.055048,
Data591,0.019489,-0.025795,0.042565,0.005849,-0.088923,-0.008834,-0.098707,0.096386,0.055267,0.050973,0.030717,0.077872,0.078783,0.100103,0.061758,0.061758,0.048350,0.048350,
Data592,0.019187,-0.026158,0.044974,-0.002797,-0.095237,-0.010173,-0.095528,0.090473,0.052011,0.050085,0.030006,0.074791,0.073185,0.095096,0.056654,0.056654,0.041253,0.041253,
Data593,0.019036,-0.026522,0.047785,-0.012207,-0.102078,-0.011779,-0.092190,0.084688,0.048801,0.049164,0.029322,0.071233,0.067131,0.089681,0.051293,0.051293,0.033801,0.033801,
Data594,0.018583,-0.026885,0.050796,-0.021871,-0.109181,-0.013921,-0.088693,0.078902,0.045591,0.048178,0.028696,0.067125,0.060621,0.083754,0.045674,0.045674,0.025994,0.025994,
Data595,0.018130,-0.027248,0.054210,-0.031535,-0.116810,-0.016062,-0.085196,0.073116,0.042428,0.047125,0.028070,0.062540,0.053697,0.077351,0.039694,0.039694,0.017832,0.017832,
Data596,0.017676,-0.027612,0.057824,-0.041199,-0.124440,-0.018739,-0.081381,0.067394,0.039218,0.046007,0.027443,0.057405,0.046275,0.070471,0.033456,0.033456,0.009315,0.009315,
Data597,0.017072,-0.027612,0.061438,-0.050863,-0.132333,-0.021416,-0.077567,0.061672,0.036008,0.044790,0.026817,0.051793,0.038438,0.063114,0.026909,0.026909,0.000444,0.000444,
Data598,0.016468,-0.027975,0.065252,-0.060273,-0.140488,-0.024093,-0.073593,0.055886,0.032751,0.043475,0.026162,0.045630,0.030145,0.055246,0.020053,0.020053,-0.008738,-0.008738,
Data599,0.015712,-0.027975,0.069067,-0.069683,-0.148644,-0.027038,-0.069460,0.050037,0.029448,0.042061,0.025451,0.038991,0.021396,0.046935,0.012888,0.012888,-0.018320,-0.018320,
Data600,0.014957,-0.027975,0.072882,-0.078330,-0.156800,-0.029983,-0.065169,0.044124,0.026005,0.040515,0.024711,0.031875,0.012232,0.038113,0.005413,0.005413,-0.028211,-0.028211,
Data601,0.014050,-0.028338,0.076496,-0.086722,-0.164955,-0.032927,-0.060877,0.038084,0.022516,0.038805,0.023856,0.024246,0.002612,0.028849,-0.002371,-0.002371,-0.038369,-0.038369,
Data602,0.013144,-0.028338,0.079909,-0.094352,-0.173111,-0.035872,-0.056268,0.031917,0.018841,0.036964,0.022889,0.016249,-0.007339,0.019176,-0.010465,-0.010465,-0.048793,-0.048793,
Data603,0.012237,-0.028338,0.083122,-0.101218,-0.181004,-0.038549,-0.051658,0.025559,0.015026,0.034925,0.021807,0.007886,-0.017664,0.009128,-0.018868,-0.018868,-0.059484,-0.059484,
Data604,0.011180,-0.028338,0.085732,-0.107322,-0.188633,-0.041226,-0.046890,0.019074,0.011072,0.032689,0.020554,-0.000807,-0.028403,-0.001294,-0.027528,-0.027528,-0.070351,-0.070351,
